,Model,Domain,Result Set,Task,Language,Score
1501,bloom1_7b,all,3,xcopa,th,53.2
1502,bloom1_7b,all,3,xcopa,tr,54.2
1503,bloom1_7b,all,3,xcopa,vi,66.60000000000001
1504,bloom1_7b,all,3,xcopa,zh,65.2
1505,bloom1_7b,all,3,xnli,overall,40.0
1506,bloom1_7b,all,3,xnli,ar,33.129999999999995
1507,bloom1_7b,all,3,xnli,bg,36.059999999999995
1508,bloom1_7b,all,3,xnli,de,38.31
1509,bloom1_7b,all,3,xnli,el,32.97
1510,bloom1_7b,all,3,xnli,en,53.94
1511,bloom1_7b,all,3,xnli,es,47.47
1512,bloom1_7b,all,3,xnli,fr,46.910000000000004
1513,bloom1_7b,all,3,xnli,hi,43.169999999999995
1514,bloom1_7b,all,3,xnli,ru,39.68
1515,bloom1_7b,all,3,xnli,sw,34.339999999999996
1516,bloom1_7b,all,3,xnli,th,35.5
1517,bloom1_7b,all,3,xnli,tr,33.489999999999995
1518,bloom1_7b,all,3,xnli,ur,40.28
1519,bloom1_7b,all,3,xnli,vi,45.26
1520,bloom1_7b,all,3,xnli,zh,39.519999999999996
1521,bloom1_7b,all,3,xstorycloze,overall,58.269999999999996
1522,bloom1_7b,all,3,xstorycloze,ar,57.31
1523,bloom1_7b,all,3,xstorycloze,en,68.63
1524,bloom1_7b,all,3,xstorycloze,es,65.25
1525,bloom1_7b,all,3,xstorycloze,eu,55.2
1526,bloom1_7b,all,3,xstorycloze,hi,59.3
1527,bloom1_7b,all,3,xstorycloze,id,63.4
1528,bloom1_7b,all,3,xstorycloze,my,48.44
1529,bloom1_7b,all,3,xstorycloze,ru,51.09
1530,bloom1_7b,all,3,xstorycloze,sw,52.75
1531,bloom1_7b,all,3,xstorycloze,te,56.98
1532,bloom1_7b,all,3,xstorycloze,zh,62.61
1533,bloom1_7b,all,3,xwinograd,overall,67.16
1534,bloom1_7b,all,3,xwinograd,en,74.02
1535,bloom1_7b,all,3,xwinograd,fr,65.06
1536,bloom1_7b,all,3,xwinograd,ja,55.67999999999999
1537,bloom1_7b,all,3,xwinograd,pt,66.92
1538,bloom1_7b,all,3,xwinograd,ru,50.480000000000004
1539,bloom1_7b,all,3,xwinograd,zh,68.25
1540,bloom1_7b,all,2,pawsx,overall,51.739999999999995
1541,bloom1_7b,all,2,pawsx,de,51.2
1542,bloom1_7b,all,2,pawsx,en,47.75
1543,bloom1_7b,all,2,pawsx,es,46.150000000000006
1544,bloom1_7b,all,2,pawsx,fr,53.949999999999996
1545,bloom1_7b,all,2,pawsx,ja,55.900000000000006
1546,bloom1_7b,all,2,pawsx,ko,54.25
1547,bloom1_7b,all,2,pawsx,zh,52.949999999999996
1548,bloom1_7b,all,2,xcopa,overall,56.24
1549,bloom1_7b,all,2,xcopa,et,48.0
1550,bloom1_7b,all,2,xcopa,ht,50.8
1551,bloom1_7b,all,2,xcopa,id,66.8
1552,bloom1_7b,all,2,xcopa,it,52.2
1553,bloom1_7b,all,2,xcopa,qu,52.6
1554,bloom1_7b,all,2,xcopa,sw,53.2
1555,bloom1_7b,all,2,xcopa,ta,55.2
1556,bloom1_7b,all,2,xcopa,th,52.6
1557,bloom1_7b,all,2,xcopa,tr,53.6
1558,bloom1_7b,all,2,xcopa,vi,67.60000000000001
1559,bloom1_7b,all,2,xcopa,zh,66.0
1560,bloom1_7b,all,2,xnli,overall,40.2
1561,bloom1_7b,all,2,xnli,ar,33.01
1562,bloom1_7b,all,2,xnli,bg,37.19
1563,bloom1_7b,all,2,xnli,de,37.47
1564,bloom1_7b,all,2,xnli,el,34.9
1565,bloom1_7b,all,2,xnli,en,53.86
1566,bloom1_7b,all,2,xnli,es,47.47
1567,bloom1_7b,all,2,xnli,fr,47.07
1568,bloom1_7b,all,2,xnli,hi,42.970000000000006
1569,bloom1_7b,all,2,xnli,ru,40.760000000000005
1570,bloom1_7b,all,2,xnli,sw,34.1
1571,bloom1_7b,all,2,xnli,th,35.78
1572,bloom1_7b,all,2,xnli,tr,34.02
1573,bloom1_7b,all,2,xnli,ur,39.160000000000004
1574,bloom1_7b,all,2,xnli,vi,45.58
1575,bloom1_7b,all,2,xnli,zh,39.6
1576,bloom1_7b,all,2,xstorycloze,overall,58.29
1577,bloom1_7b,all,2,xstorycloze,ar,57.11000000000001
1578,bloom1_7b,all,2,xstorycloze,en,69.16
1579,bloom1_7b,all,2,xstorycloze,es,65.39
1580,bloom1_7b,all,2,xstorycloze,eu,55.13
1581,bloom1_7b,all,2,xstorycloze,hi,58.84
1582,bloom1_7b,all,2,xstorycloze,id,63.470000000000006
1583,bloom1_7b,all,2,xstorycloze,my,48.78
1584,bloom1_7b,all,2,xstorycloze,ru,51.559999999999995
1585,bloom1_7b,all,2,xstorycloze,sw,52.61
1586,bloom1_7b,all,2,xstorycloze,te,56.779999999999994
1587,bloom1_7b,all,2,xstorycloze,zh,62.339999999999996
1588,bloom1_7b,all,2,xwinograd,overall,67.54
1589,bloom1_7b,all,2,xwinograd,en,74.11
1590,bloom1_7b,all,2,xwinograd,fr,65.06
1591,bloom1_7b,all,2,xwinograd,ja,56.2
1592,bloom1_7b,all,2,xwinograd,pt,68.06
1593,bloom1_7b,all,2,xwinograd,ru,52.059999999999995
1594,bloom1_7b,all,2,xwinograd,zh,68.65
1595,bloom1_7b,all,1,pawsx,overall,51.980000000000004
1596,bloom1_7b,all,1,pawsx,de,51.800000000000004
1597,bloom1_7b,all,1,pawsx,en,47.65
1598,bloom1_7b,all,1,pawsx,es,46.75
1599,bloom1_7b,all,1,pawsx,fr,54.2
1600,bloom1_7b,all,1,pawsx,ja,56.00000000000001
1601,bloom1_7b,all,1,pawsx,ko,54.800000000000004
1602,bloom1_7b,all,1,pawsx,zh,52.65
1603,bloom1_7b,all,1,xcopa,overall,56.24
1604,bloom1_7b,all,1,xcopa,et,47.4
1605,bloom1_7b,all,1,xcopa,ht,51.4
1606,bloom1_7b,all,1,xcopa,id,67.0
1607,bloom1_7b,all,1,xcopa,it,53.0
1608,bloom1_7b,all,1,xcopa,qu,52.2
1609,bloom1_7b,all,1,xcopa,sw,55.00000000000001
1610,bloom1_7b,all,1,xcopa,ta,54.800000000000004
1611,bloom1_7b,all,1,xcopa,th,52.400000000000006
1612,bloom1_7b,all,1,xcopa,tr,54.0
1613,bloom1_7b,all,1,xcopa,vi,66.8
1614,bloom1_7b,all,1,xcopa,zh,64.60000000000001
1615,bloom1_7b,all,1,xnli,overall,40.28
1616,bloom1_7b,all,1,xnli,ar,33.129999999999995
1617,bloom1_7b,all,1,xnli,bg,36.870000000000005
1618,bloom1_7b,all,1,xnli,de,37.55
1619,bloom1_7b,all,1,xnli,el,33.650000000000006
1620,bloom1_7b,all,1,xnli,en,53.65
1621,bloom1_7b,all,1,xnli,es,47.79
1622,bloom1_7b,all,1,xnli,fr,47.47
1623,bloom1_7b,all,1,xnli,hi,43.730000000000004
1624,bloom1_7b,all,1,xnli,ru,40.04
1625,bloom1_7b,all,1,xnli,sw,34.46
1626,bloom1_7b,all,1,xnli,th,35.620000000000005
1627,bloom1_7b,all,1,xnli,tr,33.78
1628,bloom1_7b,all,1,xnli,ur,40.52
1629,bloom1_7b,all,1,xnli,vi,45.94
1630,bloom1_7b,all,1,xnli,zh,39.92
1631,bloom1_7b,all,1,xstorycloze,overall,58.19
1632,bloom1_7b,all,1,xstorycloze,ar,57.379999999999995
1633,bloom1_7b,all,1,xstorycloze,en,68.7
1634,bloom1_7b,all,1,xstorycloze,es,64.99000000000001
1635,bloom1_7b,all,1,xstorycloze,eu,55.059999999999995
1636,bloom1_7b,all,1,xstorycloze,hi,58.9
1637,bloom1_7b,all,1,xstorycloze,id,63.27
1638,bloom1_7b,all,1,xstorycloze,my,48.309999999999995
1639,bloom1_7b,all,1,xstorycloze,ru,51.22
1640,bloom1_7b,all,1,xstorycloze,sw,52.61
1641,bloom1_7b,all,1,xstorycloze,te,56.98
1642,bloom1_7b,all,1,xstorycloze,zh,62.61
1643,bloom1_7b,all,1,xwinograd,overall,67.36
1644,bloom1_7b,all,1,xwinograd,en,74.02
1645,bloom1_7b,all,1,xwinograd,fr,65.06
1646,bloom1_7b,all,1,xwinograd,ja,56.31
1647,bloom1_7b,all,1,xwinograd,pt,65.78
1648,bloom1_7b,all,1,xwinograd,ru,53.65
1649,bloom1_7b,all,1,xwinograd,zh,67.46
1650,bloom1_7b,random,1,pawsx,overall,51.01
1651,bloom1_7b,random,1,pawsx,de,48.449999999999996
1652,bloom1_7b,random,1,pawsx,en,46.45
1653,bloom1_7b,random,1,pawsx,es,44.9
1654,bloom1_7b,random,1,pawsx,fr,53.900000000000006
1655,bloom1_7b,random,1,pawsx,ja,55.85
1656,bloom1_7b,random,1,pawsx,ko,55.65
1657,bloom1_7b,random,1,pawsx,zh,51.9
1658,bloom1_7b,random,1,xcopa,overall,56.00000000000001
1659,bloom1_7b,random,1,xcopa,et,48.8
1660,bloom1_7b,random,1,xcopa,ht,50.6
1661,bloom1_7b,random,1,xcopa,id,67.2
1662,bloom1_7b,random,1,xcopa,it,51.6
1663,bloom1_7b,random,1,xcopa,qu,48.8
1664,bloom1_7b,random,1,xcopa,sw,51.2
1665,bloom1_7b,random,1,xcopa,ta,54.6
1666,bloom1_7b,random,1,xcopa,th,53.0
1667,bloom1_7b,random,1,xcopa,tr,55.60000000000001
1668,bloom1_7b,random,1,xcopa,vi,67.60000000000001
1669,bloom1_7b,random,1,xcopa,zh,67.0
1670,bloom1_7b,random,1,xnli,overall,39.800000000000004
1671,bloom1_7b,random,1,xnli,ar,33.37
1672,bloom1_7b,random,1,xnli,bg,36.67
1673,bloom1_7b,random,1,xnli,de,37.75
1674,bloom1_7b,random,1,xnli,el,33.29
1675,bloom1_7b,random,1,xnli,en,53.21
1676,bloom1_7b,random,1,xnli,es,47.39
1677,bloom1_7b,random,1,xnli,fr,46.43
1678,bloom1_7b,random,1,xnli,hi,42.089999999999996
1679,bloom1_7b,random,1,xnli,ru,39.32
1680,bloom1_7b,random,1,xnli,sw,33.94
1681,bloom1_7b,random,1,xnli,th,33.82
1682,bloom1_7b,random,1,xnli,tr,33.61
1683,bloom1_7b,random,1,xnli,ur,40.760000000000005
1684,bloom1_7b,random,1,xnli,vi,45.06
1685,bloom1_7b,random,1,xnli,zh,40.36
1686,bloom1_7b,random,1,xstorycloze,overall,57.879999999999995
1687,bloom1_7b,random,1,xstorycloze,ar,56.98
1688,bloom1_7b,random,1,xstorycloze,en,68.5
1689,bloom1_7b,random,1,xstorycloze,es,64.92
1690,bloom1_7b,random,1,xstorycloze,eu,55.78999999999999
1691,bloom1_7b,random,1,xstorycloze,hi,58.24
1692,bloom1_7b,random,1,xstorycloze,id,63.6
1693,bloom1_7b,random,1,xstorycloze,my,47.12
1694,bloom1_7b,random,1,xstorycloze,ru,50.36000000000001
1695,bloom1_7b,random,1,xstorycloze,sw,51.82
1696,bloom1_7b,random,1,xstorycloze,te,56.65
1697,bloom1_7b,random,1,xstorycloze,zh,62.67
1698,bloom1_7b,random,1,xwinograd,overall,67.34
1699,bloom1_7b,random,1,xwinograd,en,74.32
1700,bloom1_7b,random,1,xwinograd,fr,63.85999999999999
1701,bloom1_7b,random,1,xwinograd,ja,55.269999999999996
1702,bloom1_7b,random,1,xwinograd,pt,67.30000000000001
1703,bloom1_7b,random,1,xwinograd,ru,53.02
1704,bloom1_7b,random,1,xwinograd,zh,67.66
1705,bloom1_7b,random,2,pawsx,overall,50.449999999999996
1706,bloom1_7b,random,2,pawsx,de,48.5
1707,bloom1_7b,random,2,pawsx,en,46.949999999999996
1708,bloom1_7b,random,2,pawsx,es,45.45
1709,bloom1_7b,random,2,pawsx,fr,54.05
1710,bloom1_7b,random,2,pawsx,ja,52.449999999999996
1711,bloom1_7b,random,2,pawsx,ko,53.949999999999996
1712,bloom1_7b,random,2,pawsx,zh,51.800000000000004
1713,bloom1_7b,random,2,xcopa,overall,55.76
1714,bloom1_7b,random,2,xcopa,et,48.6
1715,bloom1_7b,random,2,xcopa,ht,49.8
1716,bloom1_7b,random,2,xcopa,id,64.60000000000001
1717,bloom1_7b,random,2,xcopa,it,53.2
1718,bloom1_7b,random,2,xcopa,qu,51.2
1719,bloom1_7b,random,2,xcopa,sw,51.6
1720,bloom1_7b,random,2,xcopa,ta,55.800000000000004
1721,bloom1_7b,random,2,xcopa,th,53.0
1722,bloom1_7b,random,2,xcopa,tr,55.00000000000001
1723,bloom1_7b,random,2,xcopa,vi,66.8
1724,bloom1_7b,random,2,xcopa,zh,63.800000000000004
1725,bloom1_7b,random,2,xnli,overall,40.0
1726,bloom1_7b,random,2,xnli,ar,33.129999999999995
1727,bloom1_7b,random,2,xnli,bg,36.43
1728,bloom1_7b,random,2,xnli,de,38.76
1729,bloom1_7b,random,2,xnli,el,32.93
1730,bloom1_7b,random,2,xnli,en,52.690000000000005
1731,bloom1_7b,random,2,xnli,es,47.63
1732,bloom1_7b,random,2,xnli,fr,46.22
1733,bloom1_7b,random,2,xnli,hi,42.93
1734,bloom1_7b,random,2,xnli,ru,39.2
1735,bloom1_7b,random,2,xnli,sw,35.699999999999996
1736,bloom1_7b,random,2,xnli,th,33.57
1737,bloom1_7b,random,2,xnli,tr,34.82
1738,bloom1_7b,random,2,xnli,ur,39.2
1739,bloom1_7b,random,2,xnli,vi,45.1
1740,bloom1_7b,random,2,xnli,zh,41.65
1741,bloom1_7b,random,2,xstorycloze,overall,57.65
1742,bloom1_7b,random,2,xstorycloze,ar,57.25
1743,bloom1_7b,random,2,xstorycloze,en,67.5
1744,bloom1_7b,random,2,xstorycloze,es,64.2
1745,bloom1_7b,random,2,xstorycloze,eu,55.589999999999996
1746,bloom1_7b,random,2,xstorycloze,hi,58.97
1747,bloom1_7b,random,2,xstorycloze,id,63.27
1748,bloom1_7b,random,2,xstorycloze,my,46.72
1749,bloom1_7b,random,2,xstorycloze,ru,50.36000000000001
1750,bloom1_7b,random,2,xstorycloze,sw,51.690000000000005
1751,bloom1_7b,random,2,xstorycloze,te,56.52
1752,bloom1_7b,random,2,xstorycloze,zh,62.08
1753,bloom1_7b,random,2,xwinograd,overall,67.5
1754,bloom1_7b,random,2,xwinograd,en,74.58
1755,bloom1_7b,random,2,xwinograd,fr,66.27
1756,bloom1_7b,random,2,xwinograd,ja,55.16
1757,bloom1_7b,random,2,xwinograd,pt,64.64
1758,bloom1_7b,random,2,xwinograd,ru,53.33
1759,bloom1_7b,random,2,xwinograd,zh,68.85
1760,bloom1_7b,random,3,pawsx,overall,51.99
1761,bloom1_7b,random,3,pawsx,de,50.8
1762,bloom1_7b,random,3,pawsx,en,49.8
1763,bloom1_7b,random,3,pawsx,es,47.099999999999994
1764,bloom1_7b,random,3,pawsx,fr,54.85
1765,bloom1_7b,random,3,pawsx,ja,56.35
1766,bloom1_7b,random,3,pawsx,ko,52.300000000000004
1767,bloom1_7b,random,3,pawsx,zh,52.75
1768,bloom1_7b,random,3,xcopa,overall,55.800000000000004
1769,bloom1_7b,random,3,xcopa,et,48.6
1770,bloom1_7b,random,3,xcopa,ht,50.0
1771,bloom1_7b,random,3,xcopa,id,65.8
1772,bloom1_7b,random,3,xcopa,it,52.6
1773,bloom1_7b,random,3,xcopa,qu,50.6
1774,bloom1_7b,random,3,xcopa,sw,51.800000000000004
1775,bloom1_7b,random,3,xcopa,ta,56.39999999999999
1776,bloom1_7b,random,3,xcopa,th,52.2
1777,bloom1_7b,random,3,xcopa,tr,53.400000000000006
1778,bloom1_7b,random,3,xcopa,vi,68.0
1779,bloom1_7b,random,3,xcopa,zh,64.4
1780,bloom1_7b,random,3,xnli,overall,40.12
1781,bloom1_7b,random,3,xnli,ar,33.45
1782,bloom1_7b,random,3,xnli,bg,36.47
1783,bloom1_7b,random,3,xnli,de,39.36
1784,bloom1_7b,random,3,xnli,el,33.73
1785,bloom1_7b,random,3,xnli,en,53.690000000000005
1786,bloom1_7b,random,3,xnli,es,47.67
1787,bloom1_7b,random,3,xnli,fr,47.71
1788,bloom1_7b,random,3,xnli,hi,43.29
1789,bloom1_7b,random,3,xnli,ru,39.96
1790,bloom1_7b,random,3,xnli,sw,34.46
1791,bloom1_7b,random,3,xnli,th,33.489999999999995
1792,bloom1_7b,random,3,xnli,tr,34.46
1793,bloom1_7b,random,3,xnli,ur,39.08
1794,bloom1_7b,random,3,xnli,vi,46.06
1795,bloom1_7b,random,3,xnli,zh,38.96
1796,bloom1_7b,random,3,xstorycloze,overall,57.85
1797,bloom1_7b,random,3,xstorycloze,ar,57.91
1798,bloom1_7b,random,3,xstorycloze,en,68.17
1799,bloom1_7b,random,3,xstorycloze,es,64.59
1800,bloom1_7b,random,3,xstorycloze,eu,56.19
1801,bloom1_7b,random,3,xstorycloze,hi,57.84
1802,bloom1_7b,random,3,xstorycloze,id,63.27
1803,bloom1_7b,random,3,xstorycloze,my,46.53
1804,bloom1_7b,random,3,xstorycloze,ru,51.29
1805,bloom1_7b,random,3,xstorycloze,sw,51.62
1806,bloom1_7b,random,3,xstorycloze,te,56.85
1807,bloom1_7b,random,3,xstorycloze,zh,62.13999999999999
1808,bloom1_7b,random,3,xwinograd,overall,67.25
1809,bloom1_7b,random,3,xwinograd,en,74.49
1810,bloom1_7b,random,3,xwinograd,fr,65.06
1811,bloom1_7b,random,3,xwinograd,ja,54.010000000000005
1812,bloom1_7b,random,3,xwinograd,pt,68.44
1813,bloom1_7b,random,3,xwinograd,ru,50.480000000000004
1814,bloom1_7b,random,3,xwinograd,zh,69.25
1815,bloom1_7b,semantic,2,pawsx,overall,52.94
1816,bloom1_7b,semantic,2,pawsx,de,52.349999999999994
1817,bloom1_7b,semantic,2,pawsx,en,50.05
1818,bloom1_7b,semantic,2,pawsx,es,50.1
1819,bloom1_7b,semantic,2,pawsx,fr,54.55
1820,bloom1_7b,semantic,2,pawsx,ja,55.95
1821,bloom1_7b,semantic,2,pawsx,ko,55.00000000000001
1822,bloom1_7b,semantic,2,pawsx,zh,52.6
1823,bloom1_7b,semantic,2,xcopa,overall,56.04
1824,bloom1_7b,semantic,2,xcopa,et,47.599999999999994
1825,bloom1_7b,semantic,2,xcopa,ht,52.0
1826,bloom1_7b,semantic,2,xcopa,id,65.0
1827,bloom1_7b,semantic,2,xcopa,it,53.0
1828,bloom1_7b,semantic,2,xcopa,qu,52.2
1829,bloom1_7b,semantic,2,xcopa,sw,52.0
1830,bloom1_7b,semantic,2,xcopa,ta,56.00000000000001
1831,bloom1_7b,semantic,2,xcopa,th,53.0
1832,bloom1_7b,semantic,2,xcopa,tr,54.400000000000006
1833,bloom1_7b,semantic,2,xcopa,vi,67.0
1834,bloom1_7b,semantic,2,xcopa,zh,64.2
1835,bloom1_7b,semantic,2,xnli,overall,39.879999999999995
1836,bloom1_7b,semantic,2,xnli,ar,33.37
1837,bloom1_7b,semantic,2,xnli,bg,36.51
1838,bloom1_7b,semantic,2,xnli,de,37.19
1839,bloom1_7b,semantic,2,xnli,el,33.129999999999995
1840,bloom1_7b,semantic,2,xnli,en,52.690000000000005
1841,bloom1_7b,semantic,2,xnli,es,47.349999999999994
1842,bloom1_7b,semantic,2,xnli,fr,47.349999999999994
1843,bloom1_7b,semantic,2,xnli,hi,43.78
1844,bloom1_7b,semantic,2,xnli,ru,38.879999999999995
1845,bloom1_7b,semantic,2,xnli,sw,33.29
1846,bloom1_7b,semantic,2,xnli,th,33.61
1847,bloom1_7b,semantic,2,xnli,tr,33.82
1848,bloom1_7b,semantic,2,xnli,ur,41.49
1849,bloom1_7b,semantic,2,xnli,vi,46.06
1850,bloom1_7b,semantic,2,xnli,zh,39.68
1851,bloom1_7b,semantic,2,xstorycloze,overall,57.50999999999999
1852,bloom1_7b,semantic,2,xstorycloze,ar,56.38999999999999
1853,bloom1_7b,semantic,2,xstorycloze,en,66.91
1854,bloom1_7b,semantic,2,xstorycloze,es,65.12
1855,bloom1_7b,semantic,2,xstorycloze,eu,54.669999999999995
1856,bloom1_7b,semantic,2,xstorycloze,hi,58.17
1857,bloom1_7b,semantic,2,xstorycloze,id,62.870000000000005
1858,bloom1_7b,semantic,2,xstorycloze,my,46.46
1859,bloom1_7b,semantic,2,xstorycloze,ru,50.89
1860,bloom1_7b,semantic,2,xstorycloze,sw,51.74999999999999
1861,bloom1_7b,semantic,2,xstorycloze,te,57.31
1862,bloom1_7b,semantic,2,xstorycloze,zh,62.08
1863,bloom1_7b,semantic,2,xwinograd,overall,67.67999999999999
1864,bloom1_7b,semantic,2,xwinograd,en,74.45
1865,bloom1_7b,semantic,2,xwinograd,fr,66.27
1866,bloom1_7b,semantic,2,xwinograd,ja,55.269999999999996
1867,bloom1_7b,semantic,2,xwinograd,pt,67.67999999999999
1868,bloom1_7b,semantic,2,xwinograd,ru,52.7
1869,bloom1_7b,semantic,2,xwinograd,zh,69.64
1870,bloom1_7b,semantic,3,pawsx,overall,52.480000000000004
1871,bloom1_7b,semantic,3,pawsx,de,51.74999999999999
1872,bloom1_7b,semantic,3,pawsx,en,49.4
1873,bloom1_7b,semantic,3,pawsx,es,48.55
1874,bloom1_7b,semantic,3,pawsx,fr,54.55
1875,bloom1_7b,semantic,3,pawsx,ja,55.95
1876,bloom1_7b,semantic,3,pawsx,ko,54.55
1877,bloom1_7b,semantic,3,pawsx,zh,52.6
1878,bloom1_7b,semantic,3,xcopa,overall,55.910000000000004
1879,bloom1_7b,semantic,3,xcopa,et,47.599999999999994
1880,bloom1_7b,semantic,3,xcopa,ht,51.800000000000004
1881,bloom1_7b,semantic,3,xcopa,id,65.0
1882,bloom1_7b,semantic,3,xcopa,it,52.800000000000004
1883,bloom1_7b,semantic,3,xcopa,qu,51.0
1884,bloom1_7b,semantic,3,xcopa,sw,51.0
1885,bloom1_7b,semantic,3,xcopa,ta,56.39999999999999
1886,bloom1_7b,semantic,3,xcopa,th,53.400000000000006
1887,bloom1_7b,semantic,3,xcopa,tr,54.6
1888,bloom1_7b,semantic,3,xcopa,vi,67.4
1889,bloom1_7b,semantic,3,xcopa,zh,64.0
1890,bloom1_7b,semantic,3,xnli,overall,40.11
1891,bloom1_7b,semantic,3,xnli,ar,33.410000000000004
1892,bloom1_7b,semantic,3,xnli,bg,36.309999999999995
1893,bloom1_7b,semantic,3,xnli,de,37.51
1894,bloom1_7b,semantic,3,xnli,el,33.98
1895,bloom1_7b,semantic,3,xnli,en,53.169999999999995
1896,bloom1_7b,semantic,3,xnli,es,47.63
1897,bloom1_7b,semantic,3,xnli,fr,46.22
1898,bloom1_7b,semantic,3,xnli,hi,44.62
1899,bloom1_7b,semantic,3,xnli,ru,39.92
1900,bloom1_7b,semantic,3,xnli,sw,34.339999999999996
1901,bloom1_7b,semantic,3,xnli,th,33.57
1902,bloom1_7b,semantic,3,xnli,tr,34.22
1903,bloom1_7b,semantic,3,xnli,ur,41.57
1904,bloom1_7b,semantic,3,xnli,vi,45.26
1905,bloom1_7b,semantic,3,xnli,zh,39.92
1906,bloom1_7b,semantic,3,xstorycloze,overall,57.38999999999999
1907,bloom1_7b,semantic,3,xstorycloze,ar,56.120000000000005
1908,bloom1_7b,semantic,3,xstorycloze,en,67.64
1909,bloom1_7b,semantic,3,xstorycloze,es,64.05999999999999
1910,bloom1_7b,semantic,3,xstorycloze,eu,55.13
1911,bloom1_7b,semantic,3,xstorycloze,hi,57.97
1912,bloom1_7b,semantic,3,xstorycloze,id,62.480000000000004
1913,bloom1_7b,semantic,3,xstorycloze,my,46.92
1914,bloom1_7b,semantic,3,xstorycloze,ru,50.760000000000005
1915,bloom1_7b,semantic,3,xstorycloze,sw,52.019999999999996
1916,bloom1_7b,semantic,3,xstorycloze,te,56.720000000000006
1917,bloom1_7b,semantic,3,xstorycloze,zh,61.419999999999995
1918,bloom1_7b,semantic,3,xwinograd,overall,67.75
1919,bloom1_7b,semantic,3,xwinograd,en,74.41
1920,bloom1_7b,semantic,3,xwinograd,fr,67.47
1921,bloom1_7b,semantic,3,xwinograd,ja,55.37
1922,bloom1_7b,semantic,3,xwinograd,pt,67.30000000000001
1923,bloom1_7b,semantic,3,xwinograd,ru,55.24
1924,bloom1_7b,semantic,3,xwinograd,zh,68.65
1925,bloom1_7b,semantic,1,pawsx,overall,52.480000000000004
1926,bloom1_7b,semantic,1,pawsx,de,52.0
1927,bloom1_7b,semantic,1,pawsx,en,48.25
1928,bloom1_7b,semantic,1,pawsx,es,48.55
1929,bloom1_7b,semantic,1,pawsx,fr,54.2
1930,bloom1_7b,semantic,1,pawsx,ja,55.900000000000006
1931,bloom1_7b,semantic,1,pawsx,ko,55.00000000000001
1932,bloom1_7b,semantic,1,pawsx,zh,53.449999999999996
1933,bloom1_7b,semantic,1,xcopa,overall,55.800000000000004
1934,bloom1_7b,semantic,1,xcopa,et,46.800000000000004
1935,bloom1_7b,semantic,1,xcopa,ht,53.2
1936,bloom1_7b,semantic,1,xcopa,id,65.0
1937,bloom1_7b,semantic,1,xcopa,it,53.0
1938,bloom1_7b,semantic,1,xcopa,qu,50.8
1939,bloom1_7b,semantic,1,xcopa,sw,50.2
1940,bloom1_7b,semantic,1,xcopa,ta,56.599999999999994
1941,bloom1_7b,semantic,1,xcopa,th,52.2
1942,bloom1_7b,semantic,1,xcopa,tr,54.800000000000004
1943,bloom1_7b,semantic,1,xcopa,vi,67.0
1944,bloom1_7b,semantic,1,xcopa,zh,64.2
1945,bloom1_7b,semantic,1,xnli,overall,39.57
1946,bloom1_7b,semantic,1,xnli,ar,33.57
1947,bloom1_7b,semantic,1,xnli,bg,36.22
1948,bloom1_7b,semantic,1,xnli,de,37.91
1949,bloom1_7b,semantic,1,xnli,el,33.73
1950,bloom1_7b,semantic,1,xnli,en,51.93
1951,bloom1_7b,semantic,1,xnli,es,47.15
1952,bloom1_7b,semantic,1,xnli,fr,45.86
1953,bloom1_7b,semantic,1,xnli,hi,43.53
1954,bloom1_7b,semantic,1,xnli,ru,38.43
1955,bloom1_7b,semantic,1,xnli,sw,33.82
1956,bloom1_7b,semantic,1,xnli,th,33.73
1957,bloom1_7b,semantic,1,xnli,tr,34.58
1958,bloom1_7b,semantic,1,xnli,ur,41.04
1959,bloom1_7b,semantic,1,xnli,vi,45.019999999999996
1960,bloom1_7b,semantic,1,xnli,zh,37.07
1961,bloom1_7b,semantic,1,xstorycloze,overall,57.8
1962,bloom1_7b,semantic,1,xstorycloze,ar,56.92
1963,bloom1_7b,semantic,1,xstorycloze,en,68.5
1964,bloom1_7b,semantic,1,xstorycloze,es,65.12
1965,bloom1_7b,semantic,1,xstorycloze,eu,55.38999999999999
1966,bloom1_7b,semantic,1,xstorycloze,hi,58.37
1967,bloom1_7b,semantic,1,xstorycloze,id,63.27
1968,bloom1_7b,semantic,1,xstorycloze,my,46.589999999999996
1969,bloom1_7b,semantic,1,xstorycloze,ru,50.690000000000005
1970,bloom1_7b,semantic,1,xstorycloze,sw,51.29
1971,bloom1_7b,semantic,1,xstorycloze,te,57.31
1972,bloom1_7b,semantic,1,xstorycloze,zh,62.339999999999996
1973,bloom1_7b,semantic,1,xwinograd,overall,67.03
1974,bloom1_7b,semantic,1,xwinograd,en,73.68
1975,bloom1_7b,semantic,1,xwinograd,fr,66.27
1976,bloom1_7b,semantic,1,xwinograd,ja,55.16
1977,bloom1_7b,semantic,1,xwinograd,pt,66.53999999999999
1978,bloom1_7b,semantic,1,xwinograd,ru,51.11
1979,bloom1_7b,semantic,1,xwinograd,zh,69.25
1980,bloom1_7b,learned,2,pawsx,overall,51.81
1981,bloom1_7b,learned,2,pawsx,de,50.74999999999999
1982,bloom1_7b,learned,2,pawsx,en,48.05
1983,bloom1_7b,learned,2,pawsx,es,47.25
1984,bloom1_7b,learned,2,pawsx,fr,54.25
1985,bloom1_7b,learned,2,pawsx,ja,55.35
