,Model,Domain,Result Set,Task,Language,Score
4343,mgpt,family,3,xwinograd,ru,57.46
4344,mgpt,family,3,xwinograd,zh,64.48
4345,mgpt,family,1,pawsx,overall,50.39
4346,mgpt,family,1,pawsx,de,47.4
4347,mgpt,family,1,pawsx,en,44.800000000000004
4348,mgpt,family,1,pawsx,es,51.5
4349,mgpt,family,1,pawsx,fr,54.900000000000006
4350,mgpt,family,1,pawsx,ja,55.25
4351,mgpt,family,1,pawsx,ko,51.05
4352,mgpt,family,1,pawsx,zh,47.8
4353,mgpt,family,1,xcopa,overall,55.55
4354,mgpt,family,1,xcopa,et,52.400000000000006
4355,mgpt,family,1,xcopa,ht,48.4
4356,mgpt,family,1,xcopa,id,60.0
4357,mgpt,family,1,xcopa,it,59.8
4358,mgpt,family,1,xcopa,qu,53.0
4359,mgpt,family,1,xcopa,sw,55.00000000000001
4360,mgpt,family,1,xcopa,ta,54.0
4361,mgpt,family,1,xcopa,th,56.00000000000001
4362,mgpt,family,1,xcopa,tr,55.60000000000001
4363,mgpt,family,1,xcopa,vi,61.8
4364,mgpt,family,1,xcopa,zh,55.00000000000001
4365,mgpt,family,1,xnli,overall,40.28
4366,mgpt,family,1,xnli,ar,33.489999999999995
4367,mgpt,family,1,xnli,bg,40.64
4368,mgpt,family,1,xnli,de,45.7
4369,mgpt,family,1,xnli,el,35.980000000000004
4370,mgpt,family,1,xnli,en,49.32
4371,mgpt,family,1,xnli,es,45.739999999999995
4372,mgpt,family,1,xnli,fr,44.3
4373,mgpt,family,1,xnli,hi,38.76
4374,mgpt,family,1,xnli,ru,44.9
4375,mgpt,family,1,xnli,sw,34.14
4376,mgpt,family,1,xnli,th,35.54
4377,mgpt,family,1,xnli,tr,42.970000000000006
4378,mgpt,family,1,xnli,ur,34.660000000000004
4379,mgpt,family,1,xnli,vi,44.34
4380,mgpt,family,1,xnli,zh,33.650000000000006
4381,mgpt,family,1,xstorycloze,overall,55.510000000000005
4382,mgpt,family,1,xstorycloze,ar,51.09
4383,mgpt,family,1,xstorycloze,en,62.339999999999996
4384,mgpt,family,1,xstorycloze,es,57.05
4385,mgpt,family,1,xstorycloze,eu,54.800000000000004
4386,mgpt,family,1,xstorycloze,hi,53.81
4387,mgpt,family,1,xstorycloze,id,56.45
4388,mgpt,family,1,xstorycloze,my,50.3
4389,mgpt,family,1,xstorycloze,ru,59.699999999999996
4390,mgpt,family,1,xstorycloze,sw,52.88
4391,mgpt,family,1,xstorycloze,te,56.98
4392,mgpt,family,1,xstorycloze,zh,55.26
4393,mgpt,family,1,xwinograd,overall,60.940000000000005
4394,mgpt,family,1,xwinograd,en,62.970000000000006
4395,mgpt,family,1,xwinograd,fr,57.830000000000005
4396,mgpt,family,1,xwinograd,ja,55.47
4397,mgpt,family,1,xwinograd,pt,59.31999999999999
4398,mgpt,family,1,xwinograd,ru,57.14
4399,mgpt,family,1,xwinograd,zh,65.67
4400,mgpt,family,2,pawsx,overall,49.01
4401,mgpt,family,2,pawsx,de,45.75
4402,mgpt,family,2,pawsx,en,41.0
4403,mgpt,family,2,pawsx,es,48.6
4404,mgpt,family,2,pawsx,fr,54.85
4405,mgpt,family,2,pawsx,ja,54.1
4406,mgpt,family,2,pawsx,ko,48.8
4407,mgpt,family,2,pawsx,zh,49.95
4408,mgpt,family,2,xcopa,overall,56.24
4409,mgpt,family,2,xcopa,et,53.400000000000006
4410,mgpt,family,2,xcopa,ht,51.2
4411,mgpt,family,2,xcopa,id,60.8
4412,mgpt,family,2,xcopa,it,59.599999999999994
4413,mgpt,family,2,xcopa,qu,50.4
4414,mgpt,family,2,xcopa,sw,58.4
4415,mgpt,family,2,xcopa,ta,54.0
4416,mgpt,family,2,xcopa,th,56.39999999999999
4417,mgpt,family,2,xcopa,tr,56.00000000000001
4418,mgpt,family,2,xcopa,vi,62.2
4419,mgpt,family,2,xcopa,zh,56.2
4420,mgpt,family,2,xnli,overall,40.23
4421,mgpt,family,2,xnli,ar,33.69
4422,mgpt,family,2,xnli,bg,39.879999999999995
4423,mgpt,family,2,xnli,de,44.22
4424,mgpt,family,2,xnli,el,34.82
4425,mgpt,family,2,xnli,en,48.63
4426,mgpt,family,2,xnli,es,44.1
4427,mgpt,family,2,xnli,fr,44.62
4428,mgpt,family,2,xnli,hi,39.12
4429,mgpt,family,2,xnli,ru,44.06
4430,mgpt,family,2,xnli,sw,40.92
4431,mgpt,family,2,xnli,th,35.94
4432,mgpt,family,2,xnli,tr,42.01
4433,mgpt,family,2,xnli,ur,34.62
4434,mgpt,family,2,xnli,vi,43.169999999999995
4435,mgpt,family,2,xnli,zh,33.650000000000006
4436,mgpt,family,2,xstorycloze,overall,56.18
4437,mgpt,family,2,xstorycloze,ar,50.760000000000005
4438,mgpt,family,2,xstorycloze,en,62.339999999999996
4439,mgpt,family,2,xstorycloze,es,57.78
4440,mgpt,family,2,xstorycloze,eu,55.720000000000006
4441,mgpt,family,2,xstorycloze,hi,53.81
4442,mgpt,family,2,xstorycloze,id,56.25
4443,mgpt,family,2,xstorycloze,my,52.949999999999996
4444,mgpt,family,2,xstorycloze,ru,60.23
4445,mgpt,family,2,xstorycloze,sw,55.92
4446,mgpt,family,2,xstorycloze,te,57.25
4447,mgpt,family,2,xstorycloze,zh,54.93
4448,mgpt,family,2,xwinograd,overall,61.27
4449,mgpt,family,2,xwinograd,en,63.01
4450,mgpt,family,2,xwinograd,fr,54.22
4451,mgpt,family,2,xwinograd,ja,56.2
4452,mgpt,family,2,xwinograd,pt,60.08
4453,mgpt,family,2,xwinograd,ru,58.41
4454,mgpt,family,2,xwinograd,zh,66.47
4455,mgpt,all,3,pawsx,overall,49.94
4456,mgpt,all,3,pawsx,de,48.9
4457,mgpt,all,3,pawsx,en,43.45
4458,mgpt,all,3,pawsx,es,49.5
4459,mgpt,all,3,pawsx,fr,54.900000000000006
4460,mgpt,all,3,pawsx,ja,54.300000000000004
4461,mgpt,all,3,pawsx,ko,47.9
4462,mgpt,all,3,pawsx,zh,50.6
4463,mgpt,all,3,xcopa,overall,55.85
4464,mgpt,all,3,xcopa,et,51.6
4465,mgpt,all,3,xcopa,ht,50.2
4466,mgpt,all,3,xcopa,id,59.0
4467,mgpt,all,3,xcopa,it,58.8
4468,mgpt,all,3,xcopa,qu,52.0
4469,mgpt,all,3,xcopa,sw,57.599999999999994
4470,mgpt,all,3,xcopa,ta,55.2
4471,mgpt,all,3,xcopa,th,56.599999999999994
4472,mgpt,all,3,xcopa,tr,56.39999999999999
4473,mgpt,all,3,xcopa,vi,63.0
4474,mgpt,all,3,xcopa,zh,54.0
4475,mgpt,all,3,xnli,overall,41.19
4476,mgpt,all,3,xnli,ar,33.94
4477,mgpt,all,3,xnli,bg,40.8
4478,mgpt,all,3,xnli,de,45.78
4479,mgpt,all,3,xnli,el,35.58
4480,mgpt,all,3,xnli,en,50.0
4481,mgpt,all,3,xnli,es,45.660000000000004
4482,mgpt,all,3,xnli,fr,45.1
4483,mgpt,all,3,xnli,hi,41.0
4484,mgpt,all,3,xnli,ru,45.26
4485,mgpt,all,3,xnli,sw,41.61
4486,mgpt,all,3,xnli,th,37.87
4487,mgpt,all,3,xnli,tr,42.21
4488,mgpt,all,3,xnli,ur,35.14
4489,mgpt,all,3,xnli,vi,44.379999999999995
4490,mgpt,all,3,xnli,zh,33.57
4491,mgpt,all,3,xstorycloze,overall,56.010000000000005
4492,mgpt,all,3,xstorycloze,ar,50.83
4493,mgpt,all,3,xstorycloze,en,61.95
4494,mgpt,all,3,xstorycloze,es,57.97
4495,mgpt,all,3,xstorycloze,eu,55.78999999999999
4496,mgpt,all,3,xstorycloze,hi,54.06999999999999
4497,mgpt,all,3,xstorycloze,id,57.11000000000001
4498,mgpt,all,3,xstorycloze,my,50.5
4499,mgpt,all,3,xstorycloze,ru,60.419999999999995
4500,mgpt,all,3,xstorycloze,sw,55.720000000000006
4501,mgpt,all,3,xstorycloze,te,56.45
4502,mgpt,all,3,xstorycloze,zh,55.26
4503,mgpt,all,3,xwinograd,overall,60.550000000000004
4504,mgpt,all,3,xwinograd,en,62.74999999999999
4505,mgpt,all,3,xwinograd,fr,57.830000000000005
4506,mgpt,all,3,xwinograd,ja,54.74
4507,mgpt,all,3,xwinograd,pt,56.65
4508,mgpt,all,3,xwinograd,ru,57.46
4509,mgpt,all,3,xwinograd,zh,65.86999999999999
4510,mgpt,all,2,pawsx,overall,50.260000000000005
4511,mgpt,all,2,pawsx,de,49.05
4512,mgpt,all,2,pawsx,en,44.0
4513,mgpt,all,2,pawsx,es,49.95
4514,mgpt,all,2,pawsx,fr,54.949999999999996
4515,mgpt,all,2,pawsx,ja,54.800000000000004
4516,mgpt,all,2,pawsx,ko,48.0
4517,mgpt,all,2,pawsx,zh,51.1
4518,mgpt,all,2,xcopa,overall,55.85
4519,mgpt,all,2,xcopa,et,51.800000000000004
4520,mgpt,all,2,xcopa,ht,49.8
4521,mgpt,all,2,xcopa,id,59.4
4522,mgpt,all,2,xcopa,it,58.599999999999994
4523,mgpt,all,2,xcopa,qu,51.800000000000004
4524,mgpt,all,2,xcopa,sw,56.99999999999999
4525,mgpt,all,2,xcopa,ta,55.2
4526,mgpt,all,2,xcopa,th,57.4
4527,mgpt,all,2,xcopa,tr,56.39999999999999
4528,mgpt,all,2,xcopa,vi,61.8
4529,mgpt,all,2,xcopa,zh,55.2
4530,mgpt,all,2,xnli,overall,41.21
4531,mgpt,all,2,xnli,ar,33.86
4532,mgpt,all,2,xnli,bg,41.61
4533,mgpt,all,2,xnli,de,45.82
4534,mgpt,all,2,xnli,el,35.699999999999996
4535,mgpt,all,2,xnli,en,49.44
4536,mgpt,all,2,xnli,es,46.06
4537,mgpt,all,2,xnli,fr,44.54
4538,mgpt,all,2,xnli,hi,40.6
4539,mgpt,all,2,xnli,ru,44.98
4540,mgpt,all,2,xnli,sw,41.81
4541,mgpt,all,2,xnli,th,38.35
4542,mgpt,all,2,xnli,tr,42.69
4543,mgpt,all,2,xnli,ur,35.339999999999996
4544,mgpt,all,2,xnli,vi,43.82
4545,mgpt,all,2,xnli,zh,33.53
4546,mgpt,all,2,xstorycloze,overall,55.98
4547,mgpt,all,2,xstorycloze,ar,51.09
4548,mgpt,all,2,xstorycloze,en,62.01
4549,mgpt,all,2,xstorycloze,es,58.040000000000006
4550,mgpt,all,2,xstorycloze,eu,55.589999999999996
4551,mgpt,all,2,xstorycloze,hi,54.06999999999999
4552,mgpt,all,2,xstorycloze,id,56.720000000000006
4553,mgpt,all,2,xstorycloze,my,50.43
4554,mgpt,all,2,xstorycloze,ru,60.419999999999995
4555,mgpt,all,2,xstorycloze,sw,55.38999999999999
4556,mgpt,all,2,xstorycloze,te,56.65
4557,mgpt,all,2,xstorycloze,zh,55.33
4558,mgpt,all,2,xwinograd,overall,60.46
4559,mgpt,all,2,xwinograd,en,62.49
4560,mgpt,all,2,xwinograd,fr,59.040000000000006
4561,mgpt,all,2,xwinograd,ja,55.269999999999996
4562,mgpt,all,2,xwinograd,pt,57.79
4563,mgpt,all,2,xwinograd,ru,56.830000000000005
4564,mgpt,all,2,xwinograd,zh,64.88000000000001
4565,mgpt,all,1,pawsx,overall,50.22
4566,mgpt,all,1,pawsx,de,49.3
4567,mgpt,all,1,pawsx,en,43.15
4568,mgpt,all,1,pawsx,es,50.449999999999996
4569,mgpt,all,1,pawsx,fr,54.949999999999996
4570,mgpt,all,1,pawsx,ja,54.2
4571,mgpt,all,1,pawsx,ko,48.0
4572,mgpt,all,1,pawsx,zh,51.5
4573,mgpt,all,1,xcopa,overall,55.75
4574,mgpt,all,1,xcopa,et,52.0
4575,mgpt,all,1,xcopa,ht,50.2
4576,mgpt,all,1,xcopa,id,58.8
4577,mgpt,all,1,xcopa,it,57.99999999999999
4578,mgpt,all,1,xcopa,qu,51.6
4579,mgpt,all,1,xcopa,sw,57.99999999999999
4580,mgpt,all,1,xcopa,ta,54.6
4581,mgpt,all,1,xcopa,th,57.4
4582,mgpt,all,1,xcopa,tr,55.60000000000001
4583,mgpt,all,1,xcopa,vi,62.0
4584,mgpt,all,1,xcopa,zh,55.00000000000001
4585,mgpt,all,1,xnli,overall,41.28
4586,mgpt,all,1,xnli,ar,33.98
4587,mgpt,all,1,xnli,bg,41.57
4588,mgpt,all,1,xnli,de,46.02
4589,mgpt,all,1,xnli,el,36.27
4590,mgpt,all,1,xnli,en,49.68
4591,mgpt,all,1,xnli,es,46.1
4592,mgpt,all,1,xnli,fr,44.74
4593,mgpt,all,1,xnli,hi,40.8
4594,mgpt,all,1,xnli,ru,44.82
4595,mgpt,all,1,xnli,sw,41.49
4596,mgpt,all,1,xnli,th,37.63
4597,mgpt,all,1,xnli,tr,42.65
4598,mgpt,all,1,xnli,ur,35.38
4599,mgpt,all,1,xnli,vi,44.46
4600,mgpt,all,1,xnli,zh,33.650000000000006
4601,mgpt,all,1,xstorycloze,overall,55.95
4602,mgpt,all,1,xstorycloze,ar,50.89
4603,mgpt,all,1,xstorycloze,en,62.21
4604,mgpt,all,1,xstorycloze,es,58.040000000000006
4605,mgpt,all,1,xstorycloze,eu,55.2
4606,mgpt,all,1,xstorycloze,hi,53.94
4607,mgpt,all,1,xstorycloze,id,56.779999999999994
4608,mgpt,all,1,xstorycloze,my,50.3
4609,mgpt,all,1,xstorycloze,ru,60.75000000000001
4610,mgpt,all,1,xstorycloze,sw,55.33
4611,mgpt,all,1,xstorycloze,te,56.779999999999994
4612,mgpt,all,1,xstorycloze,zh,55.26
4613,mgpt,all,1,xwinograd,overall,60.309999999999995
4614,mgpt,all,1,xwinograd,en,62.41
4615,mgpt,all,1,xwinograd,fr,57.830000000000005
4616,mgpt,all,1,xwinograd,ja,54.64
4617,mgpt,all,1,xwinograd,pt,57.410000000000004
4618,mgpt,all,1,xwinograd,ru,56.830000000000005
4619,mgpt,all,1,xwinograd,zh,65.48
4620,bloom7b,geo,1,pawsx,overall,48.32
4621,bloom7b,geo,1,pawsx,de,48.0
4622,bloom7b,geo,1,pawsx,en,37.5
4623,bloom7b,geo,1,pawsx,es,41.05
4624,bloom7b,geo,1,pawsx,fr,53.1
4625,bloom7b,geo,1,pawsx,ja,55.2
4626,bloom7b,geo,1,pawsx,ko,54.15
4627,bloom7b,geo,1,pawsx,zh,49.25
4628,bloom7b,geo,1,xcopa,overall,58.13
4629,bloom7b,geo,1,xcopa,et,48.4
4630,bloom7b,geo,1,xcopa,ht,52.2
4631,bloom7b,geo,1,xcopa,id,72.2
4632,bloom7b,geo,1,xcopa,it,55.400000000000006
4633,bloom7b,geo,1,xcopa,qu,50.6
4634,bloom7b,geo,1,xcopa,sw,54.800000000000004
4635,bloom7b,geo,1,xcopa,ta,57.599999999999994
4636,bloom7b,geo,1,xcopa,th,55.2
4637,bloom7b,geo,1,xcopa,tr,53.800000000000004
4638,bloom7b,geo,1,xcopa,vi,72.39999999999999
4639,bloom7b,geo,1,xcopa,zh,66.8
4640,bloom7b,geo,1,xnli,overall,41.03
4641,bloom7b,geo,1,xnli,ar,33.29
4642,bloom7b,geo,1,xnli,bg,37.15
4643,bloom7b,geo,1,xnli,de,39.839999999999996
4644,bloom7b,geo,1,xnli,el,34.78
4645,bloom7b,geo,1,xnli,en,53.56999999999999
4646,bloom7b,geo,1,xnli,es,46.87
4647,bloom7b,geo,1,xnli,fr,49.120000000000005
4648,bloom7b,geo,1,xnli,hi,45.9
4649,bloom7b,geo,1,xnli,ru,42.89
4650,bloom7b,geo,1,xnli,sw,37.39
4651,bloom7b,geo,1,xnli,th,35.82
4652,bloom7b,geo,1,xnli,tr,34.660000000000004
4653,bloom7b,geo,1,xnli,ur,42.05
4654,bloom7b,geo,1,xnli,vi,44.18
4655,bloom7b,geo,1,xnli,zh,37.99
4656,bloom7b,geo,1,xstorycloze,overall,62.129999999999995
4657,bloom7b,geo,1,xstorycloze,ar,63.2
4658,bloom7b,geo,1,xstorycloze,en,75.64999999999999
4659,bloom7b,geo,1,xstorycloze,es,70.42
4660,bloom7b,geo,1,xstorycloze,eu,59.5
4661,bloom7b,geo,1,xstorycloze,hi,61.88
4662,bloom7b,geo,1,xstorycloze,id,69.23
4663,bloom7b,geo,1,xstorycloze,my,49.11
4664,bloom7b,geo,1,xstorycloze,ru,53.339999999999996
4665,bloom7b,geo,1,xstorycloze,sw,56.779999999999994
4666,bloom7b,geo,1,xstorycloze,te,58.24
4667,bloom7b,geo,1,xstorycloze,zh,66.05
4668,bloom7b,geo,1,xwinograd,overall,74.38
4669,bloom7b,geo,1,xwinograd,en,82.58
4670,bloom7b,geo,1,xwinograd,fr,73.49
4671,bloom7b,geo,1,xwinograd,ja,59.96
4672,bloom7b,geo,1,xwinograd,pt,77.95
4673,bloom7b,geo,1,xwinograd,ru,53.65
4674,bloom7b,geo,1,xwinograd,zh,75.2
4675,bloom7b,geo,2,pawsx,overall,47.64
4676,bloom7b,geo,2,pawsx,de,49.35
4677,bloom7b,geo,2,pawsx,en,37.25
4678,bloom7b,geo,2,pawsx,es,40.1
4679,bloom7b,geo,2,pawsx,fr,51.7
4680,bloom7b,geo,2,pawsx,ja,52.5
4681,bloom7b,geo,2,pawsx,ko,54.2
4682,bloom7b,geo,2,pawsx,zh,48.4
4683,bloom7b,geo,2,xcopa,overall,57.82000000000001
4684,bloom7b,geo,2,xcopa,et,48.8
4685,bloom7b,geo,2,xcopa,ht,52.0
4686,bloom7b,geo,2,xcopa,id,72.0
4687,bloom7b,geo,2,xcopa,it,54.6
4688,bloom7b,geo,2,xcopa,qu,50.2
4689,bloom7b,geo,2,xcopa,sw,53.6
4690,bloom7b,geo,2,xcopa,ta,56.99999999999999
4691,bloom7b,geo,2,xcopa,th,54.0
4692,bloom7b,geo,2,xcopa,tr,53.400000000000006
4693,bloom7b,geo,2,xcopa,vi,73.0
4694,bloom7b,geo,2,xcopa,zh,67.4
4695,bloom7b,geo,2,xnli,overall,41.54
4696,bloom7b,geo,2,xnli,ar,33.53
4697,bloom7b,geo,2,xnli,bg,38.84
4698,bloom7b,geo,2,xnli,de,41.04
4699,bloom7b,geo,2,xnli,el,34.62
4700,bloom7b,geo,2,xnli,en,54.300000000000004
4701,bloom7b,geo,2,xnli,es,47.589999999999996
4702,bloom7b,geo,2,xnli,fr,50.6
4703,bloom7b,geo,2,xnli,hi,46.550000000000004
4704,bloom7b,geo,2,xnli,ru,41.49
4705,bloom7b,geo,2,xnli,sw,37.55
4706,bloom7b,geo,2,xnli,th,35.3
4707,bloom7b,geo,2,xnli,tr,35.46
4708,bloom7b,geo,2,xnli,ur,42.25
4709,bloom7b,geo,2,xnli,vi,43.61
4710,bloom7b,geo,2,xnli,zh,40.32
4711,bloom7b,geo,2,xstorycloze,overall,62.03999999999999
4712,bloom7b,geo,2,xstorycloze,ar,63.07000000000001
4713,bloom7b,geo,2,xstorycloze,en,76.24
4714,bloom7b,geo,2,xstorycloze,es,70.81
4715,bloom7b,geo,2,xstorycloze,eu,58.699999999999996
4716,bloom7b,geo,2,xstorycloze,hi,62.480000000000004
4717,bloom7b,geo,2,xstorycloze,id,68.96
4718,bloom7b,geo,2,xstorycloze,my,49.17
4719,bloom7b,geo,2,xstorycloze,ru,53.28000000000001
4720,bloom7b,geo,2,xstorycloze,sw,55.26
4721,bloom7b,geo,2,xstorycloze,te,58.10999999999999
4722,bloom7b,geo,2,xstorycloze,zh,66.31
4723,bloom7b,geo,2,xwinograd,overall,74.33
4724,bloom7b,geo,2,xwinograd,en,82.28
4725,bloom7b,geo,2,xwinograd,fr,74.7
4726,bloom7b,geo,2,xwinograd,ja,60.58
4727,bloom7b,geo,2,xwinograd,pt,77.57
4728,bloom7b,geo,2,xwinograd,ru,54.92
4729,bloom7b,geo,2,xwinograd,zh,74.21
4730,bloom7b,geo,3,pawsx,overall,48.010000000000005
4731,bloom7b,geo,3,pawsx,de,52.25
4732,bloom7b,geo,3,pawsx,en,37.4
4733,bloom7b,geo,3,pawsx,es,40.050000000000004
4734,bloom7b,geo,3,pawsx,fr,51.300000000000004
4735,bloom7b,geo,3,pawsx,ja,52.800000000000004
4736,bloom7b,geo,3,pawsx,ko,53.75
4737,bloom7b,geo,3,pawsx,zh,48.55
4738,bloom7b,geo,3,xcopa,overall,57.95
4739,bloom7b,geo,3,xcopa,et,48.199999999999996
4740,bloom7b,geo,3,xcopa,ht,52.2
4741,bloom7b,geo,3,xcopa,id,72.39999999999999
4742,bloom7b,geo,3,xcopa,it,54.0
4743,bloom7b,geo,3,xcopa,qu,50.6
4744,bloom7b,geo,3,xcopa,sw,54.800000000000004
4745,bloom7b,geo,3,xcopa,ta,56.8
4746,bloom7b,geo,3,xcopa,th,53.6
4747,bloom7b,geo,3,xcopa,tr,52.800000000000004
4748,bloom7b,geo,3,xcopa,vi,74.2
4749,bloom7b,geo,3,xcopa,zh,67.80000000000001
4750,bloom7b,geo,3,xnli,overall,41.15
4751,bloom7b,geo,3,xnli,ar,33.21
4752,bloom7b,geo,3,xnli,bg,38.11
4753,bloom7b,geo,3,xnli,de,40.239999999999995
4754,bloom7b,geo,3,xnli,el,34.9
4755,bloom7b,geo,3,xnli,en,54.059999999999995
4756,bloom7b,geo,3,xnli,es,47.510000000000005
4757,bloom7b,geo,3,xnli,fr,48.96
4758,bloom7b,geo,3,xnli,hi,45.82
4759,bloom7b,geo,3,xnli,ru,41.24
4760,bloom7b,geo,3,xnli,sw,37.75
4761,bloom7b,geo,3,xnli,th,36.75
4762,bloom7b,geo,3,xnli,tr,33.69
4763,bloom7b,geo,3,xnli,ur,42.13
4764,bloom7b,geo,3,xnli,vi,43.01
4765,bloom7b,geo,3,xnli,zh,39.92
4766,bloom7b,geo,3,xstorycloze,overall,62.29
4767,bloom7b,geo,3,xstorycloze,ar,63.07000000000001
4768,bloom7b,geo,3,xstorycloze,en,76.31
4769,bloom7b,geo,3,xstorycloze,es,70.95
4770,bloom7b,geo,3,xstorycloze,eu,59.099999999999994
4771,bloom7b,geo,3,xstorycloze,hi,62.339999999999996
4772,bloom7b,geo,3,xstorycloze,id,68.83
4773,bloom7b,geo,3,xstorycloze,my,49.24
4774,bloom7b,geo,3,xstorycloze,ru,53.080000000000005
4775,bloom7b,geo,3,xstorycloze,sw,56.98
4776,bloom7b,geo,3,xstorycloze,te,58.57
4777,bloom7b,geo,3,xstorycloze,zh,66.71000000000001
4778,bloom7b,geo,3,xwinograd,overall,73.18
4779,bloom7b,geo,3,xwinograd,en,81.42
4780,bloom7b,geo,3,xwinograd,fr,74.7
4781,bloom7b,geo,3,xwinograd,ja,59.75
4782,bloom7b,geo,3,xwinograd,pt,75.29
4783,bloom7b,geo,3,xwinograd,ru,52.059999999999995
4784,bloom7b,geo,3,xwinograd,zh,72.61999999999999
4785,bloom7b,semantic,2,pawsx,overall,47.14
4786,bloom7b,semantic,2,pawsx,de,46.550000000000004
4787,bloom7b,semantic,2,pawsx,en,37.0
4788,bloom7b,semantic,2,pawsx,es,40.35
4789,bloom7b,semantic,2,pawsx,fr,52.900000000000006
4790,bloom7b,semantic,2,pawsx,ja,49.4
4791,bloom7b,semantic,2,pawsx,ko,53.25
4792,bloom7b,semantic,2,pawsx,zh,50.5
4793,bloom7b,semantic,2,xcopa,overall,58.040000000000006
4794,bloom7b,semantic,2,xcopa,et,48.199999999999996
4795,bloom7b,semantic,2,xcopa,ht,53.2
4796,bloom7b,semantic,2,xcopa,id,71.6
4797,bloom7b,semantic,2,xcopa,it,53.400000000000006
4798,bloom7b,semantic,2,xcopa,qu,50.0
4799,bloom7b,semantic,2,xcopa,sw,54.6
4800,bloom7b,semantic,2,xcopa,ta,59.4
4801,bloom7b,semantic,2,xcopa,th,53.0
4802,bloom7b,semantic,2,xcopa,tr,54.400000000000006
4803,bloom7b,semantic,2,xcopa,vi,73.0
4804,bloom7b,semantic,2,xcopa,zh,67.60000000000001
4805,bloom7b,semantic,2,xnli,overall,41.33
4806,bloom7b,semantic,2,xnli,ar,33.650000000000006
4807,bloom7b,semantic,2,xnli,bg,37.43
4808,bloom7b,semantic,2,xnli,de,42.730000000000004
4809,bloom7b,semantic,2,xnli,el,34.18
4810,bloom7b,semantic,2,xnli,en,54.900000000000006
4811,bloom7b,semantic,2,xnli,es,47.949999999999996
4812,bloom7b,semantic,2,xnli,fr,50.480000000000004
4813,bloom7b,semantic,2,xnli,hi,46.79
4814,bloom7b,semantic,2,xnli,ru,41.69
4815,bloom7b,semantic,2,xnli,sw,36.51
4816,bloom7b,semantic,2,xnli,th,35.22
4817,bloom7b,semantic,2,xnli,tr,33.29
4818,bloom7b,semantic,2,xnli,ur,43.33
4819,bloom7b,semantic,2,xnli,vi,44.5
4820,bloom7b,semantic,2,xnli,zh,37.230000000000004
4821,bloom7b,semantic,2,xstorycloze,overall,61.47
4822,bloom7b,semantic,2,xstorycloze,ar,62.739999999999995
4823,bloom7b,semantic,2,xstorycloze,en,73.59
4824,bloom7b,semantic,2,xstorycloze,es,69.62
4825,bloom7b,semantic,2,xstorycloze,eu,57.84
4826,bloom7b,semantic,2,xstorycloze,hi,61.88
4827,bloom7b,semantic,2,xstorycloze,id,67.77
4828,bloom7b,semantic,2,xstorycloze,my,49.309999999999995
4829,bloom7b,semantic,2,xstorycloze,ru,53.339999999999996
4830,bloom7b,semantic,2,xstorycloze,sw,55.26
4831,bloom7b,semantic,2,xstorycloze,te,59.17
4832,bloom7b,semantic,2,xstorycloze,zh,65.64999999999999
4833,bloom7b,semantic,2,xwinograd,overall,74.22
4834,bloom7b,semantic,2,xwinograd,en,81.98
4835,bloom7b,semantic,2,xwinograd,fr,72.28999999999999
4836,bloom7b,semantic,2,xwinograd,ja,60.9
4837,bloom7b,semantic,2,xwinograd,pt,75.67
4838,bloom7b,semantic,2,xwinograd,ru,55.24
4839,bloom7b,semantic,2,xwinograd,zh,75.2
4840,bloom7b,semantic,3,pawsx,overall,47.510000000000005
4841,bloom7b,semantic,3,pawsx,de,47.449999999999996
4842,bloom7b,semantic,3,pawsx,en,37.3
4843,bloom7b,semantic,3,pawsx,es,41.8
4844,bloom7b,semantic,3,pawsx,fr,53.300000000000004
4845,bloom7b,semantic,3,pawsx,ja,49.4
4846,bloom7b,semantic,3,pawsx,ko,53.5
4847,bloom7b,semantic,3,pawsx,zh,49.85
4848,bloom7b,semantic,3,xcopa,overall,57.76
4849,bloom7b,semantic,3,xcopa,et,48.8
4850,bloom7b,semantic,3,xcopa,ht,53.2
4851,bloom7b,semantic,3,xcopa,id,72.2
4852,bloom7b,semantic,3,xcopa,it,52.400000000000006
4853,bloom7b,semantic,3,xcopa,qu,50.4
4854,bloom7b,semantic,3,xcopa,sw,55.2
4855,bloom7b,semantic,3,xcopa,ta,58.199999999999996
4856,bloom7b,semantic,3,xcopa,th,53.6
4857,bloom7b,semantic,3,xcopa,tr,52.400000000000006
4858,bloom7b,semantic,3,xcopa,vi,72.2
4859,bloom7b,semantic,3,xcopa,zh,66.8
4860,bloom7b,semantic,3,xnli,overall,40.94
4861,bloom7b,semantic,3,xnli,ar,33.57
4862,bloom7b,semantic,3,xnli,bg,37.71
4863,bloom7b,semantic,3,xnli,de,42.05
4864,bloom7b,semantic,3,xnli,el,34.660000000000004
4865,bloom7b,semantic,3,xnli,en,53.410000000000004
4866,bloom7b,semantic,3,xnli,es,47.63
4867,bloom7b,semantic,3,xnli,fr,48.84
4868,bloom7b,semantic,3,xnli,hi,46.79
4869,bloom7b,semantic,3,xnli,ru,42.29
4870,bloom7b,semantic,3,xnli,sw,35.5
4871,bloom7b,semantic,3,xnli,th,35.620000000000005
4872,bloom7b,semantic,3,xnli,tr,33.57
4873,bloom7b,semantic,3,xnli,ur,42.21
4874,bloom7b,semantic,3,xnli,vi,43.49
4875,bloom7b,semantic,3,xnli,zh,36.71
