,Model,Domain,Result Set,Task,Score
583,mgpt,resource,4,xnli,40.39
584,mgpt,resource,4,xstorycloze,56.24
585,mgpt,resource,4,xwinograd,60.709999999999994
586,mgpt,resource,4,SET AVG,52.5
587,mgpt,resource,4,VI AVG,52.925
588,mgpt,resource,3,pawsx,48.8
589,mgpt,resource,3,xcopa,56.36
590,mgpt,resource,3,xnli,40.39
591,mgpt,resource,3,xstorycloze,56.25
592,mgpt,resource,3,xwinograd,60.91
593,mgpt,resource,3,SET AVG,52.54200000000001
594,mgpt,resource,3,VI AVG,52.665000000000006
595,mgpt,resource,1,pawsx,49.480000000000004
596,mgpt,resource,1,xcopa,56.16
597,mgpt,resource,1,xnli,40.32
598,mgpt,resource,1,xstorycloze,56.18
599,mgpt,resource,1,xwinograd,60.91
600,mgpt,resource,1,SET AVG,52.61
601,mgpt,resource,1,VI AVG,52.885000000000005
602,mgpt,resource,2,pawsx,48.74
603,mgpt,resource,2,xcopa,56.220000000000006
604,mgpt,resource,2,xnli,40.489999999999995
605,mgpt,resource,2,xstorycloze,56.18
606,mgpt,resource,2,xwinograd,61.160000000000004
607,mgpt,resource,2,SET AVG,52.55800000000001
608,mgpt,resource,2,VI AVG,52.93
609,mgpt,family,1,pawsx,50.51
610,mgpt,family,1,xcopa,55.69
611,mgpt,family,1,xnli,40.21
612,mgpt,family,1,xstorycloze,55.510000000000005
613,mgpt,family,1,xwinograd,60.709999999999994
614,mgpt,family,1,SET AVG,52.525999999999996
615,mgpt,family,1,VI AVG,53.11
616,mgpt,family,2,pawsx,50.57000000000001
617,mgpt,family,2,xcopa,55.620000000000005
618,mgpt,family,2,xnli,40.25
619,mgpt,family,2,xstorycloze,55.61000000000001
620,mgpt,family,2,xwinograd,60.89
621,mgpt,family,2,SET AVG,52.588
622,mgpt,family,2,VI AVG,52.730000000000004
623,mgpt,family,3,pawsx,50.9
624,mgpt,family,3,xcopa,55.58
625,mgpt,family,3,xnli,40.42
626,mgpt,family,3,xstorycloze,55.65
627,mgpt,family,3,xwinograd,60.96
628,mgpt,family,3,SET AVG,52.702
629,mgpt,family,3,VI AVG,52.67
630,mgpt,random,1,pawsx,47.96
631,mgpt,random,1,xcopa,55.84
632,mgpt,random,1,xnli,40.69
633,mgpt,random,1,xstorycloze,56.25
634,mgpt,random,1,xwinograd,60.73
635,mgpt,random,1,SET AVG,52.294000000000004
636,mgpt,random,1,VI AVG,52.79
637,mgpt,random,3,pawsx,48.59
638,mgpt,random,3,xcopa,55.800000000000004
639,mgpt,random,3,xnli,40.94
640,mgpt,random,3,xstorycloze,56.26
641,mgpt,random,3,xwinograd,60.85
642,mgpt,random,3,SET AVG,52.488
643,mgpt,random,3,VI AVG,53.045
644,mgpt,random,2,pawsx,48.32
645,mgpt,random,2,xcopa,55.730000000000004
646,mgpt,random,2,xnli,40.949999999999996
647,mgpt,random,2,xstorycloze,56.2
648,mgpt,random,2,xwinograd,60.529999999999994
649,mgpt,random,2,SET AVG,52.34599999999999
650,mgpt,random,2,VI AVG,53.085
651,mgpt,geo,3,pawsx,50.05
652,mgpt,geo,3,xcopa,55.98
653,mgpt,geo,3,xnli,41.07
654,mgpt,geo,3,xstorycloze,56.43
655,mgpt,geo,3,xwinograd,61.160000000000004
656,mgpt,geo,3,SET AVG,52.938
657,mgpt,geo,3,VI AVG,53.370000000000005
658,mgpt,geo,2,pawsx,50.67
659,mgpt,geo,2,xcopa,55.95
660,mgpt,geo,2,xnli,41.199999999999996
661,mgpt,geo,2,xstorycloze,56.37
662,mgpt,geo,2,xwinograd,60.78
663,mgpt,geo,2,SET AVG,52.99400000000001
664,mgpt,geo,2,VI AVG,54.230000000000004
665,mgpt,geo,1,pawsx,49.96
666,mgpt,geo,1,xcopa,55.88999999999999
667,mgpt,geo,1,xnli,41.04
668,mgpt,geo,1,xstorycloze,56.48
669,mgpt,geo,1,xwinograd,60.709999999999994
670,mgpt,geo,1,SET AVG,52.815999999999995
671,mgpt,geo,1,VI AVG,53.91
672,mgpt,semantic,3,pawsx,48.53
673,mgpt,semantic,3,xcopa,55.669999999999995
674,mgpt,semantic,3,xnli,40.54
675,mgpt,semantic,3,xstorycloze,56.08
676,mgpt,semantic,3,xwinograd,60.49
677,mgpt,semantic,3,SET AVG,52.262
678,mgpt,semantic,3,VI AVG,52.425
679,mgpt,semantic,1,pawsx,48.51
680,mgpt,semantic,1,xcopa,55.71
681,mgpt,semantic,1,xnli,40.37
682,mgpt,semantic,1,xstorycloze,56.010000000000005
683,mgpt,semantic,1,xwinograd,61.050000000000004
684,mgpt,semantic,1,SET AVG,52.330000000000005
685,mgpt,semantic,1,VI AVG,52.265
686,mgpt,semantic,2,pawsx,48.480000000000004
687,mgpt,semantic,2,xcopa,55.82
688,mgpt,semantic,2,xnli,40.37
689,mgpt,semantic,2,xstorycloze,56.15
690,mgpt,semantic,2,xwinograd,60.64000000000001
691,mgpt,semantic,2,SET AVG,52.29200000000001
692,mgpt,semantic,2,VI AVG,52.385
693,bloom7b,family,2,pawsx,49.07
694,bloom7b,family,2,xcopa,58.220000000000006
695,bloom7b,family,2,xnli,41.089999999999996
696,bloom7b,family,2,xstorycloze,61.019999999999996
697,bloom7b,family,2,xwinograd,74.15
698,bloom7b,family,2,SET AVG,56.709999999999994
699,bloom7b,family,2,VI AVG,58.685
700,bloom7b,family,1,pawsx,48.76
701,bloom7b,family,1,xcopa,58.330000000000005
702,bloom7b,family,1,xnli,41.27
703,bloom7b,family,1,xstorycloze,60.919999999999995
704,bloom7b,family,1,xwinograd,74.2
705,bloom7b,family,1,SET AVG,56.696000000000005
706,bloom7b,family,1,VI AVG,58.385000000000005
707,bloom7b,family,3,pawsx,48.6
708,bloom7b,family,3,xcopa,58.13
709,bloom7b,family,3,xnli,41.14
710,bloom7b,family,3,xstorycloze,61.040000000000006
711,bloom7b,family,3,xwinograd,73.88
712,bloom7b,family,3,SET AVG,56.55800000000001
713,bloom7b,family,3,VI AVG,58.08500000000001
714,bloom7b,random,2,pawsx,45.92
715,bloom7b,random,2,xcopa,57.96
716,bloom7b,random,2,xnli,41.82
717,bloom7b,random,2,xstorycloze,61.88
718,bloom7b,random,2,xwinograd,74.26
719,bloom7b,random,2,SET AVG,56.367999999999995
720,bloom7b,random,2,VI AVG,58.47
721,bloom7b,random,3,pawsx,45.69
722,bloom7b,random,3,xcopa,57.65
723,bloom7b,random,3,xnli,42.07
724,bloom7b,random,3,xstorycloze,61.660000000000004
725,bloom7b,random,3,xwinograd,73.77
726,bloom7b,random,3,SET AVG,56.16799999999999
727,bloom7b,random,3,VI AVG,58.55
728,bloom7b,random,1,pawsx,46.06
729,bloom7b,random,1,xcopa,57.69
730,bloom7b,random,1,xnli,41.67
731,bloom7b,random,1,xstorycloze,61.92999999999999
732,bloom7b,random,1,xwinograd,74.17
733,bloom7b,random,1,SET AVG,56.30400000000001
734,bloom7b,random,1,VI AVG,58.67
735,bloom7b,typology,1,pawsx,47.44
736,bloom7b,typology,1,xcopa,58.330000000000005
737,bloom7b,typology,1,xnli,41.760000000000005
738,bloom7b,typology,1,xstorycloze,62.01
739,bloom7b,typology,1,xwinograd,73.86
740,bloom7b,typology,1,SET AVG,56.68000000000001
741,bloom7b,typology,1,VI AVG,58.565000000000005
742,bloom7b,typology,2,pawsx,47.599999999999994
743,bloom7b,typology,2,xcopa,57.95
744,bloom7b,typology,2,xnli,41.65
745,bloom7b,typology,2,xstorycloze,62.01
746,bloom7b,typology,2,xwinograd,74.44
747,bloom7b,typology,2,SET AVG,56.73
748,bloom7b,typology,2,VI AVG,59.39
749,bloom7b,typology,3,pawsx,47.4
750,bloom7b,typology,3,xcopa,58.29
751,bloom7b,typology,3,xnli,41.79
752,bloom7b,typology,3,xstorycloze,62.07
753,bloom7b,typology,3,xwinograd,73.79
754,bloom7b,typology,3,SET AVG,56.66799999999999
755,bloom7b,typology,3,VI AVG,58.989999999999995
756,bloom7b,vi,2,pawsx,47.12
757,bloom7b,vi,2,xcopa,57.53
758,bloom7b,vi,2,xnli,41.010000000000005
759,bloom7b,vi,2,xstorycloze,62.07
760,bloom7b,vi,2,xwinograd,74.11
761,bloom7b,vi,2,SET AVG,56.36800000000001
762,bloom7b,vi,2,VI AVG,58.005
763,bloom7b,vi,1,pawsx,47.06
764,bloom7b,vi,1,xcopa,57.69
765,bloom7b,vi,1,xnli,41.18
766,bloom7b,vi,1,xstorycloze,62.050000000000004
767,bloom7b,vi,1,xwinograd,74.06
768,bloom7b,vi,1,SET AVG,56.408
769,bloom7b,vi,1,VI AVG,57.605
770,bloom7b,vi,3,pawsx,47.43
771,bloom7b,vi,3,xcopa,57.67
772,bloom7b,vi,3,xnli,41.23
773,bloom7b,vi,3,xstorycloze,61.99
774,bloom7b,vi,3,xwinograd,74.4
775,bloom7b,vi,3,SET AVG,56.544000000000004
776,bloom7b,vi,3,VI AVG,58.445
777,bloom7b,resource,1,pawsx,47.24
778,bloom7b,resource,1,xcopa,57.91
779,bloom7b,resource,1,xnli,41.370000000000005
780,bloom7b,resource,1,xstorycloze,61.6
781,bloom7b,resource,1,xwinograd,74.42
782,bloom7b,resource,1,SET AVG,56.508
783,bloom7b,resource,1,VI AVG,58.55
784,bloom7b,resource,2,pawsx,47.61
785,bloom7b,resource,2,xcopa,57.89
786,bloom7b,resource,2,xnli,41.4
787,bloom7b,resource,2,xstorycloze,61.63999999999999
788,bloom7b,resource,2,xwinograd,74.06
789,bloom7b,resource,2,SET AVG,56.52
790,bloom7b,resource,2,VI AVG,58.169999999999995
791,bloom7b,resource,4,pawsx,46.96
792,bloom7b,resource,4,xcopa,57.8
793,bloom7b,resource,4,xnli,41.44
794,bloom7b,resource,4,xstorycloze,61.480000000000004
795,bloom7b,resource,4,xwinograd,74.15
796,bloom7b,resource,4,SET AVG,56.36600000000001
797,bloom7b,resource,4,VI AVG,58.25
798,bloom7b,resource,3,pawsx,47.29
799,bloom7b,resource,3,xcopa,57.99999999999999
800,bloom7b,resource,3,xnli,41.370000000000005
801,bloom7b,resource,3,xstorycloze,61.61
802,bloom7b,resource,3,xwinograd,74.26
803,bloom7b,resource,3,SET AVG,56.50599999999999
804,bloom7b,resource,3,VI AVG,58.65
805,bloom7b,semantic,1,pawsx,47.599999999999994
806,bloom7b,semantic,1,xcopa,57.64
807,bloom7b,semantic,1,xnli,41.46
808,bloom7b,semantic,1,xstorycloze,61.89
809,bloom7b,semantic,1,xwinograd,73.52
810,bloom7b,semantic,1,SET AVG,56.42199999999999
811,bloom7b,semantic,1,VI AVG,58.445
812,bloom7b,semantic,2,pawsx,47.010000000000005
813,bloom7b,semantic,2,xcopa,57.65
814,bloom7b,semantic,2,xnli,41.6
815,bloom7b,semantic,2,xstorycloze,61.85000000000001
816,bloom7b,semantic,2,xwinograd,73.77
817,bloom7b,semantic,2,SET AVG,56.376
818,bloom7b,semantic,2,VI AVG,59.05
819,bloom7b,semantic,3,pawsx,47.339999999999996
820,bloom7b,semantic,3,xcopa,57.599999999999994
821,bloom7b,semantic,3,xnli,41.44
822,bloom7b,semantic,3,xstorycloze,61.96
823,bloom7b,semantic,3,xwinograd,73.68
824,bloom7b,semantic,3,SET AVG,56.403999999999996
825,bloom7b,semantic,3,VI AVG,58.42999999999999
826,bloom7b,geo,1,pawsx,47.910000000000004
827,bloom7b,geo,1,xcopa,57.98
828,bloom7b,geo,1,xnli,41.83
829,bloom7b,geo,1,xstorycloze,62.38
830,bloom7b,geo,1,xwinograd,73.86
831,bloom7b,geo,1,SET AVG,56.791999999999994
832,bloom7b,geo,1,VI AVG,58.71
833,bloom7b,geo,3,pawsx,48.14
834,bloom7b,geo,3,xcopa,57.89
835,bloom7b,geo,3,xnli,41.63
836,bloom7b,geo,3,xstorycloze,62.28
837,bloom7b,geo,3,xwinograd,73.79
838,bloom7b,geo,3,SET AVG,56.746
839,bloom7b,geo,3,VI AVG,58.53
840,bloom7b,geo,2,pawsx,48.54
841,bloom7b,geo,2,xcopa,58.040000000000006
842,bloom7b,geo,2,xnli,41.449999999999996
843,bloom7b,geo,2,xstorycloze,62.28
844,bloom7b,geo,2,xwinograd,74.31
845,bloom7b,geo,2,SET AVG,56.924
846,bloom7b,geo,2,VI AVG,58.730000000000004
847,bloom7b,learned,2,pawsx,46.93
848,bloom7b,learned,2,xcopa,57.96
849,bloom7b,learned,2,xnli,41.39
850,bloom7b,learned,2,xstorycloze,61.839999999999996
851,bloom7b,learned,2,xwinograd,74.06
852,bloom7b,learned,2,SET AVG,56.436
853,bloom7b,learned,2,VI AVG,58.38499999999999
854,bloom7b,learned,1,pawsx,46.94
855,bloom7b,learned,1,xcopa,57.85
856,bloom7b,learned,1,xnli,41.21
857,bloom7b,learned,1,xstorycloze,61.77
858,bloom7b,learned,1,xwinograd,73.61
859,bloom7b,learned,1,SET AVG,56.275999999999996
860,bloom7b,learned,1,VI AVG,58.23
861,bloom7b,learned,3,pawsx,47.04
862,bloom7b,learned,3,xcopa,57.99999999999999
863,bloom7b,learned,3,xnli,41.449999999999996
864,bloom7b,learned,3,xstorycloze,61.78
865,bloom7b,learned,3,xwinograd,73.92999999999999
866,bloom7b,learned,3,SET AVG,56.44
867,bloom7b,learned,3,VI AVG,58.349999999999994
